review,sentiment,tokenized_review,lemmatized_review,review_vector,predicted_sentiment,reason
pretty gross,negative,"['pretty', 'gross']",pretty gross,"[ 6.2423991e-03  3.3769635e-03 -2.7497765e-04  8.2529976e-04
 -7.6792520e-03  4.4375751e-03  9.6513389e-04 -5.2977507e-03
 -2.0575509e-03  3.0344790e-03 -1.5409563e-03 -5.8419877e-03
 -6.5894006e-04  9.0856422e-03 -2.3865937e-03  7.1141915e-04
  3.8494961e-04  1.8922489e-03  3.1856741e-03 -7.7912146e-03
  9.0614539e-03  4.2362162e-03  6.3612750e-03  7.3813754e-03
 -1.0014228e-03 -7.4422993e-03  3.6629522e-04 -1.7669065e-03
  3.0663442e-03 -3.8341410e-04  2.3547683e-03  7.3396396e-03
  6.6495682e-03 -2.2607814e-03 -4.7910134e-03 -3.5303505e-04
 -5.2321155e-04 -5.5321110e-03  3.8636313e-04  7.5913523e-04
 -8.4458571e-03  9.0048742e-03  4.1851695e-03 -8.4105656e-03
  1.1929011e-03  3.0435682e-03 -7.4553275e-03 -4.8913769e-03
  4.8731421e-03  5.2601928e-03 -6.4299395e-03 -4.7964277e-03
 -7.2921980e-03 -1.5266850e-03 -2.1687704e-03 -3.4738304e-03
 -4.8877969e-03  3.6386924e-03 -7.6898420e-03  8.0826785e-03
  4.3320889e-03 -5.1040412e-04  5.4430123e-04  4.8598954e-03
 -6.7437715e-03 -4.0085870e-04 -4.2775776e-03 -3.5653219e-03
  4.2816726e-03  4.1971141e-03  4.3731346e-03 -7.4639139e-03
  3.7531157e-03  3.5082628e-03  4.3997164e-03  3.4555607e-04
 -4.5211092e-03  3.2746587e-03 -8.8657513e-03  2.2449838e-03
 -7.3023606e-04 -3.0834726e-03 -2.5346687e-03 -4.7988538e-04
  3.8127415e-05 -3.7174742e-03  1.9515817e-03 -6.8467099e-04
  1.3321085e-05 -2.3385114e-04 -6.6306174e-04 -7.7902945e-04
 -5.7959063e-03 -1.3633356e-03 -3.7687048e-03 -5.6561213e-03
 -8.3868392e-05 -1.7495784e-03  4.4509661e-03  8.6450335e-03]",positive,Short negative review misclassified.
strike 2 wants rushed,negative,"['strike', '2', 'wants', 'rushed']",strike 2 want rushed,"[-6.8390253e-04 -4.8958545e-04  8.4475614e-05  4.9799134e-04
 -7.0936175e-04  1.0620805e-03  5.4386997e-05 -3.0902531e-03
  3.3531454e-04  7.6247053e-03 -5.4508862e-03 -6.6648587e-05
  9.7500859e-04  1.1018008e-03 -5.7359092e-04  1.7231288e-03
  2.3223320e-03  4.2499369e-03 -1.9598019e-04 -4.1036373e-03
  1.6452008e-03  2.6811245e-03 -2.3755245e-05 -2.4428733e-03
 -6.7316312e-03  1.1033907e-03  7.1941703e-03 -1.4499822e-03
 -2.5173067e-04  4.9004285e-04 -2.1782364e-03  1.4680570e-03
 -2.6069926e-03 -1.6138364e-03 -1.0577841e-03 -2.8840522e-04
 -2.3433510e-03  5.5941534e-03  1.3861143e-03  7.9675089e-04
  2.4707846e-03 -7.9210207e-04  1.9179486e-03 -2.2392836e-04
  4.0168604e-03 -2.7796889e-03 -2.5068072e-03  6.0474384e-03
  1.5429767e-03  1.7410913e-03 -4.9490929e-03  4.5054331e-03
 -4.7999509e-03 -9.4532885e-04  2.5630603e-04  1.1298471e-03
  3.1846159e-04  2.2363337e-03  2.2157957e-03 -1.2749639e-04
 -3.5340101e-03  3.3223862e-03  2.4590245e-03  2.3864349e-04
  4.5792465e-04 -2.1501638e-03  4.3150065e-03  1.9118661e-03
 -1.5670601e-03 -6.5234103e-03  3.0435363e-03 -2.4628951e-03
  1.4550036e-03 -1.7083056e-03  8.2621444e-04  2.2494886e-03
  3.2593659e-04 -1.8366822e-04  2.7416176e-03  9.7770547e-04
  2.3106115e-03 -1.6029367e-03  1.3627543e-03 -4.4739083e-03
  3.7479871e-03 -1.9549986e-04 -2.9302300e-03 -1.9309826e-03
  5.8998205e-03  4.3315464e-04  8.5769594e-03  7.9615265e-03
  3.9365273e-03 -1.6428895e-03  2.1561817e-04  3.1632511e-04
  2.2105267e-04 -4.5920501e-04  4.0726615e-03  4.1829431e-03]",positive,Short negative review misclassified.
needless say never back,negative,"['needless', 'say', 'never', 'back']",needless say never back,"[-8.5707905e-04  3.0400269e-03 -8.4337895e-04  1.3316034e-03
  1.9261547e-03 -2.8442990e-03 -3.9852033e-03  5.0560692e-03
 -2.9837131e-03  1.5791489e-03 -2.4741339e-03 -2.7996458e-03
 -1.1287468e-03  5.1681129e-03 -1.6856603e-03 -5.8868169e-03
  1.0636685e-03 -3.0181697e-04  3.5838727e-03 -4.7269668e-03
 -2.4812322e-03  6.7116838e-04  1.7130844e-03 -1.9322053e-03
 -3.4237041e-03 -4.7377716e-03 -5.6658648e-03 -1.1959970e-03
 -4.6250026e-04 -4.1419575e-03  3.0048066e-03  2.6217112e-03
  1.1326662e-03  2.1527181e-04 -4.1647679e-03  1.0323215e-03
  1.2544970e-03 -7.5333412e-03 -2.9346929e-03 -4.5355340e-03
  3.9320639e-03 -9.3689794e-04 -1.2764873e-03  3.1295703e-03
  1.1224599e-03  3.8630855e-03 -2.8012388e-03 -2.5986242e-03
  1.5194637e-03 -3.8231064e-03 -1.4092536e-03 -5.6193084e-03
  1.4009636e-03  3.2028202e-03 -2.8438573e-03  6.5990840e-04
  2.7700567e-03 -1.3398651e-03 -3.0103915e-03  5.4277875e-04
 -1.8714854e-04 -9.2620437e-04 -8.9453661e-04 -1.5645126e-03
  1.1218004e-03 -1.7605821e-03 -3.6428513e-03  2.3802100e-03
 -8.2142360e-04 -3.3628050e-04 -1.3830707e-03  3.2448666e-03
  6.2124431e-03 -8.8263117e-04  3.1208158e-03 -4.4076412e-04
  3.2408461e-03 -1.7973108e-03  5.3754949e-04  8.9978334e-05
 -4.2778524e-03 -2.5367350e-03 -4.9092546e-03  3.4653428e-03
 -1.7059813e-03  1.7919748e-03  2.3599283e-03  3.8940634e-05
  4.5381039e-03  6.5875738e-03  1.3343018e-03  3.1555453e-03
 -4.5520528e-03  2.4705584e-04  1.0294005e-03  5.0952598e-03
  5.1361737e-03  2.8476366e-03  5.1847044e-03 -4.5331358e-04]",positive,Short negative review misclassified.
service terrible food mediocre,negative,"['service', 'terrible', 'food', 'mediocre']",service terrible food mediocre,"[-4.7812355e-03  6.1158184e-03 -5.3072069e-03  2.2897264e-05
  2.4627543e-03 -6.8758160e-04  3.1526922e-03  1.2663524e-03
 -7.5360904e-03 -2.4646998e-03 -4.8933737e-04 -5.0551165e-04
 -2.6822090e-03  4.3825321e-03  2.5809493e-03  3.0528572e-03
 -1.5322652e-03  9.7945635e-04 -1.4208276e-03 -6.1009116e-03
 -1.7621637e-03  1.8601306e-04  7.4599884e-03 -1.0857183e-03
  1.2886206e-03  2.4766955e-03 -3.9178235e-03  4.0969765e-04
 -3.0055046e-03  1.3787843e-03  4.8398748e-03 -7.9419452e-04
  1.2639778e-03 -5.9967577e-03  5.0530932e-04  4.6473220e-03
  7.0384389e-04  3.0375633e-04  1.1988851e-03  1.2522673e-03
  6.3603129e-03 -4.1876445e-03 -5.5962605e-03  4.4245375e-03
  4.3819537e-03 -1.8173674e-03  2.4400947e-03  7.6093501e-04
  1.7177167e-03 -4.6584685e-04  5.9912540e-03 -3.0433619e-04
  4.2111743e-03 -1.2054808e-03 -2.5101536e-04  3.1988109e-03
  8.2430255e-04 -3.6360469e-04  8.3837990e-04  1.2354980e-03
  1.9841825e-03  3.3606933e-03 -2.1716992e-03  3.0921647e-04
 -1.2538023e-03  2.7272822e-03  5.7092095e-03 -2.0187241e-03
 -5.2907609e-04  4.2455047e-03 -5.4170713e-03  3.4033214e-03
  2.7018960e-03  9.5628342e-04  1.5379377e-03 -7.3921052e-05
 -1.9200351e-03  6.3277793e-04  4.0155337e-03  9.2413917e-04
 -1.7363825e-03 -3.4712364e-03  6.1314972e-04 -1.0240722e-03
  1.0313236e-03 -5.7021165e-03  2.2034752e-03  4.1218675e-04
 -5.2363263e-04 -2.1879377e-03  1.7654682e-03  2.4083890e-03
  3.8227632e-03 -4.8088655e-04  3.0797641e-03 -1.4351234e-03
  3.5991764e-03 -1.0298165e-03 -4.2880592e-03  5.2814325e-03]",positive,Short negative review misclassified.
cannot beat,positive,"['can', 'not', 'beat']",can not beat,"[ 3.9543884e-04  3.1978995e-04  3.7207473e-03  1.9694150e-03
  1.0087951e-03 -1.0359059e-02  1.7795879e-03  9.5861703e-03
 -6.1960644e-03 -7.3726494e-03  2.1133788e-03 -3.7653416e-03
 -3.4529583e-03  1.0209935e-03 -3.3283529e-03 -3.5301505e-03
  1.0789392e-03 -4.6868105e-03 -1.9707566e-03 -6.4644814e-03
  2.3577476e-03  4.7893324e-03  7.0576393e-03 -6.5077381e-04
  2.6957754e-03 -3.8655318e-05 -1.8526948e-03 -6.7230518e-04
 -1.4308734e-03  7.1127602e-04 -1.0959521e-03 -7.8508334e-04
  6.8128253e-03 -4.5433496e-03  4.1685099e-04  2.6434343e-04
  3.7950242e-03 -3.3915096e-03  2.7474054e-04 -4.0321681e-03
 -4.4182115e-04  1.2097935e-04 -5.6539127e-03  2.1843254e-03
  3.7782434e-03 -2.4209456e-03 -4.8825997e-03 -4.0584328e-04
  4.1439966e-03  2.2073875e-03 -6.5712524e-03  3.0577416e-03
 -2.8482850e-03 -5.2824318e-03 -1.8078227e-03 -4.3914383e-03
  6.9363229e-04 -5.5101220e-03 -1.4929251e-03  3.6126496e-03
  4.1005644e-03  2.2254272e-03 -1.1709392e-03 -5.3903833e-03
  1.6645902e-03  2.0510920e-04  2.6368799e-03  5.4835770e-03
 -7.6186354e-03  3.3925690e-03 -5.7379161e-03  1.0220358e-03
  6.3550607e-03 -1.7113361e-03  3.6886504e-03  3.6278854e-03
  3.9257030e-03 -4.1480120e-03 -5.9351958e-03 -5.9136511e-03
  3.0692790e-03 -2.8192361e-03 -3.5050614e-03  7.2503914e-03
  1.2072974e-03  2.5249792e-03  2.2511974e-03 -3.6728096e-03
 -4.3729963e-04 -2.3809618e-04  4.1480181e-03 -8.0730330e-04
  3.9857658e-04  4.2107282e-04  6.6998056e-03  2.2284861e-03
  1.4758612e-03 -7.4216039e-03  1.5698237e-05  2.7555104e-03]",negative,Misinterpreted contrast or negation.
burgers not good pizza used amazing doughy flavorless,negative,"['burgers', 'not', 'good', 'pizza', 'used', 'amazing', 'doughy', 'flavorless']",burger not good pizza used amazing doughy flavorless,"[-3.3980953e-03  5.0972505e-03 -4.2279647e-04  3.2959839e-03
 -4.5967675e-03 -4.5654401e-03  4.6588393e-05  5.5442574e-03
 -1.3744251e-03  1.2532983e-03 -8.2706445e-04 -3.4601270e-04
  2.5037606e-03  3.5929057e-04 -2.5044237e-03 -2.5384831e-03
  4.4938195e-03 -3.0832028e-04 -4.2470586e-03 -2.4692717e-03
  4.2132288e-03 -7.8693591e-04  3.4888925e-03 -6.5539801e-04
  4.5336201e-04 -9.3530322e-04 -3.8006278e-03  6.5825746e-04
 -1.5080448e-03  1.5359166e-03  1.4638372e-03 -3.0470644e-03
  1.2072659e-03 -2.8493889e-03 -3.7172181e-04  1.2648754e-03
  2.1647374e-04 -5.5629890e-03 -2.1685024e-03 -2.7625232e-03
 -5.4562779e-04  3.3448340e-04 -3.3326162e-04 -1.0112141e-03
  1.1739912e-03  1.3473519e-04 -6.4446358e-04  3.2977111e-04
 -1.3808676e-03  8.1172882e-04 -3.5863032e-04 -8.1947411e-04
 -3.8563625e-03 -4.7044014e-04 -6.9405272e-04 -2.5233913e-03
  2.6440853e-03 -1.3451197e-04 -2.5958989e-03  1.0181954e-03
 -1.6802980e-03 -1.6870035e-05 -1.0261540e-03 -7.5202627e-04
 -4.8128050e-03  1.4271478e-03  2.0070937e-03  2.2589343e-03
 -4.5600622e-03  1.1831491e-03 -9.4095530e-04  1.0894919e-03
  2.7556510e-03  2.0877318e-03  8.0665865e-04 -1.1532928e-03
  3.7695894e-03 -3.3550051e-03  7.8232476e-04  1.0089674e-03
 -3.8451408e-03  3.5606616e-05  2.5532225e-03  2.0395652e-03
 -4.1153440e-03 -1.7453595e-03  1.4455465e-04 -1.2246321e-03
 -5.4197677e-05 -1.9877640e-04  1.7672032e-03 -2.4789432e-03
  7.0778182e-04  1.8837820e-03  4.4615297e-03  7.8898401e-04
  5.9510511e-04 -1.5341624e-04  1.6361388e-04 -1.3020509e-03]",positive,Failed to capture intensity of negative sentiment.
really impressive place not closed,negative,"['really', 'impressive', 'place', 'not', 'closed']",really impressive place not closed,"[-2.8481211e-03  1.1202414e-03  3.0292091e-03 -1.4087992e-03
 -2.5751058e-03 -7.5908243e-03  1.0307895e-03  9.3364231e-03
 -4.3659257e-03 -4.7549428e-03  3.9925119e-03 -5.8161048e-03
  1.8457643e-03  1.3998745e-03  2.5584917e-03 -3.7109950e-03
  2.7240475e-03 -1.1352431e-03 -1.9201459e-03 -8.9139389e-03
 -1.1995578e-03  9.3696045e-04  1.7089763e-03 -4.9857395e-03
  4.7129998e-04  1.6901385e-03  1.0033387e-03  3.2513863e-03
 -4.0864823e-03  3.7351013e-03 -2.0905796e-03 -2.1812555e-03
  8.0134132e-04  1.0231116e-03 -3.7786831e-05  4.1813664e-03
  2.0386386e-03 -3.3443004e-03  9.0649899e-04 -5.0359205e-03
 -1.2707755e-03 -1.1330312e-03 -6.1900029e-03  1.1043949e-03
  3.6241961e-04 -1.2301691e-03 -1.9766197e-03  1.1833173e-03
 -9.6706196e-04  1.7311197e-03 -3.3258412e-03 -4.3453374e-03
 -3.9565894e-03 -1.1460624e-03 -4.9711822e-04 -6.9559144e-04
  2.6152106e-03 -3.7772488e-03 -1.5896745e-04  6.3002121e-04
  1.7690942e-04 -1.0462620e-03  1.4747705e-03  3.9150863e-04
 -6.9650649e-03  6.3747289e-03 -9.4654120e-04  2.6187315e-03
 -1.8558663e-03  4.6377643e-03  1.0213696e-03  5.6090271e-03
 -4.1799090e-04  1.3984944e-03  4.8423791e-03  5.9567727e-03
  6.3983658e-03 -2.6269257e-03 -4.7550118e-03 -1.5894099e-04
 -1.9645258e-03  1.1426194e-03  4.4000037e-05  8.3247069e-03
 -2.3143939e-03  2.9411318e-03 -2.6279816e-03 -9.8174249e-05
  4.0887701e-03  3.5448049e-03  5.9759249e-03  4.8012515e-03
  5.1404051e-03  2.0079105e-03  5.7896515e-03  5.4286849e-03
  1.3389948e-03 -6.4700851e-03  2.0041722e-03 -1.1118182e-03]",positive,Failed to capture intensity of negative sentiment.
place overpriced not consistent boba really overpriced,negative,"['place', 'overpriced', 'not', 'consistent', 'boba', 'really', 'overpriced']",place overpriced not consistent boba really overpriced,"[-1.8660220e-03 -2.4476747e-03  3.5763793e-03 -2.7498163e-04
 -1.9610270e-03 -4.4575441e-03  8.9561759e-04  8.0710668e-03
 -6.3878419e-03 -3.1102411e-03  3.9702331e-04 -6.8790722e-03
  2.3112856e-03  6.9903769e-04 -6.4106064e-04 -1.4210015e-03
  4.5895510e-04 -1.3580449e-03 -1.1428355e-03 -4.5497310e-03
  4.9545937e-03  3.5054062e-03  3.6056389e-03 -6.2959418e-03
 -6.2028260e-04  2.6644047e-04  1.3081067e-03 -3.5654563e-03
 -3.6592404e-03 -8.7203964e-04 -1.0279373e-03 -8.2679134e-04
  1.4841993e-03  1.1062424e-03 -1.8906241e-03  3.7589190e-03
  7.8226440e-04 -1.3446792e-03  1.2339359e-03 -5.1426687e-03
 -4.0578024e-04  5.3082168e-04 -6.3024433e-03  4.6495795e-03
  3.3557420e-03 -5.6126304e-03 -4.8338645e-03  1.6511458e-03
 -9.1635244e-04  1.6179614e-03 -7.2460610e-04 -2.5921394e-03
 -3.6982424e-03 -2.3581183e-03 -5.1276654e-04  1.3110808e-03
  3.1349536e-03  6.9824414e-04  4.1729971e-05  1.2524566e-03
 -3.3072035e-03  6.1709601e-05  8.0102670e-04 -1.6162008e-03
 -4.7699842e-03  1.1200269e-03  2.6762474e-03  1.9457350e-03
  1.7106368e-03  1.3537889e-03 -6.7956385e-04  1.8127622e-03
  1.8512706e-03 -3.0041353e-03  5.1449463e-03  1.6431005e-03
  3.0886212e-03 -2.0869174e-03 -6.8248245e-03 -6.3135003e-04
  7.3901443e-05  3.9655794e-03 -2.6053486e-03  4.0247641e-03
 -4.5499988e-03  1.3302810e-03  3.1530191e-04  3.7441009e-03
  7.1405484e-03  4.4689528e-04  3.8015079e-03  1.9836139e-03
  5.0580502e-03  4.8296591e-03  3.3188558e-03  5.6467643e-03
 -5.3445139e-04 -3.2364235e-03  6.5041385e-03 -2.1691124e-03]",positive,Failed to capture intensity of negative sentiment.
management rude,negative,"['management', 'rude']",management rude,"[-9.6344994e-03  1.1109967e-03  4.3965946e-03  4.3204986e-04
 -1.7170825e-03 -3.9898516e-03 -6.6173263e-05  1.9797701e-03
 -2.4502019e-03 -2.1389707e-03  7.9522524e-03  3.4952085e-03
 -1.3255083e-03 -6.4511355e-03  5.1899515e-03  3.0691354e-03
  1.5731774e-03 -9.2080263e-03 -7.3023955e-03 -1.1199892e-02
 -7.5747957e-03 -1.1619600e-03  8.9076813e-03 -7.4981572e-03
 -6.2055280e-04  3.0874468e-03 -1.0570260e-03 -6.9891498e-04
 -1.8854626e-05 -4.5207860e-03 -7.7627292e-03 -4.7401281e-04
 -2.2525077e-03 -4.0201354e-03  1.7870553e-03  1.4318258e-04
  2.7979303e-03  5.7952544e-03 -2.9614060e-03  2.9156834e-03
  2.5535231e-03 -6.3847620e-03 -2.4091892e-03 -6.9605326e-04
 -4.2403485e-03 -2.9460690e-03  6.8759611e-03  5.6723016e-04
 -4.7711856e-03 -2.9980391e-03  4.8966380e-05 -1.0204266e-03
  1.1047090e-04 -1.1060515e-03 -8.0479383e-03  3.1326159e-03
  8.0077909e-05 -1.6548939e-03  2.1842769e-03  5.2683628e-03
 -7.9655452e-03 -7.0657893e-03 -4.7819717e-03  6.9245053e-03
 -6.6329017e-03 -8.6641498e-03 -1.3536778e-03  3.8551954e-03
  3.2266800e-03 -3.4102798e-03 -4.2937212e-03  3.9264061e-03
 -5.8620633e-04 -1.1751568e-04  5.0436715e-03  2.4015508e-03
  5.6559634e-03  1.0812329e-03 -8.4804278e-03  6.8072900e-03
 -2.3200926e-03 -1.1885318e-03 -3.1673415e-03 -3.6572872e-03
  8.2979714e-03 -4.9766591e-03 -5.2951248e-03  6.3726660e-03
 -3.5591749e-03 -6.8231463e-04 -8.6098164e-03 -4.9464265e-03
 -2.9169014e-03 -4.5520230e-03  4.8055518e-03  2.4288699e-03
  2.8701127e-03 -2.4537439e-04  3.0238621e-03  3.4054145e-03]",positive,Short negative review misclassified.
not fun experience,positive,"['not', 'fun', 'experience']",not fun experience,"[-4.5215962e-03  3.2954710e-03  3.0886882e-03  3.7321199e-03
 -8.8939490e-03 -1.2650351e-02  5.1798052e-03  1.1177570e-02
 -5.4754582e-03 -5.2723004e-03  1.7841290e-03  1.8743332e-05
 -4.0760981e-03  1.0980209e-03 -4.4831503e-03 -1.5581805e-03
  5.3756163e-03  2.8880958e-03 -9.1302237e-03 -1.1435859e-02
  7.8552715e-05 -5.8945589e-04  2.5744161e-03  1.8136409e-03
  1.0774614e-03 -5.0024935e-03 -2.0085976e-03 -1.2403027e-03
 -5.5799750e-03 -3.8074136e-03  3.5155492e-03  1.0894289e-03
  1.6607227e-03 -4.3147258e-04 -1.5447080e-03 -2.4458233e-03
  5.6192908e-03 -6.4419978e-03  3.8417056e-04 -7.8505604e-03
 -5.4539009e-03 -3.7435710e-03 -1.0152636e-03 -5.7387897e-03
  5.1079537e-03 -6.0099177e-03  1.1162497e-03  5.8968714e-03
  4.3547698e-03  1.6648517e-03 -2.0970611e-03  2.2802379e-03
  1.6889973e-03  1.9607136e-03  2.7905174e-03  5.8291848e-03
  4.6112253e-03  1.4843298e-03 -3.5255328e-03  8.4408997e-03
  2.6020347e-04 -6.8945065e-04 -2.7569479e-04 -3.4149773e-03
 -2.4003370e-03  3.4942841e-03 -1.5559983e-03  2.0449925e-03
 -5.6087058e-03  5.3434023e-03 -2.7573186e-03 -2.2557080e-03
  3.2783486e-03 -9.7540562e-04  2.6521042e-03  1.3805082e-03
  9.8545267e-04  3.3462606e-03 -3.1950779e-03 -1.6857213e-03
  2.6139047e-03 -5.5624871e-05 -4.3662493e-03  7.9178829e-03
  2.7627440e-03 -1.4071639e-04 -1.9166911e-03  4.5775818e-03
  1.4721242e-03  4.0314789e-03  3.7431747e-03  1.2684636e-03
 -1.4094413e-03  2.7981289e-03  8.0267489e-03  2.7733466e-03
  2.2084918e-03 -8.9599537e-03  4.4260896e-03 -2.9973413e-03]",negative,Misinterpreted contrast or negation.
way fried,negative,"['way', 'fried']",way fried,"[-5.3953370e-03  8.7924562e-03  6.4754891e-03 -7.0208688e-03
  2.9904763e-03 -5.2381605e-03  1.9070929e-03  5.0885431e-03
 -4.2716437e-03 -5.7101059e-03  1.8940041e-03 -2.1658374e-03
 -2.9503549e-03 -2.8716777e-03 -2.4684903e-03 -5.0419075e-03
 -3.2278693e-03 -4.2364136e-03  4.0610647e-03 -1.2945798e-03
 -4.7046319e-04 -7.0740129e-03 -2.2507610e-03  6.7651998e-03
  2.0432053e-05 -3.8629116e-03  1.5668772e-03  8.9144111e-03
  1.9884571e-03 -2.8865137e-03 -2.0407205e-03 -2.6900624e-03
  3.8142106e-04  2.9885690e-03 -1.3093324e-03 -1.4491729e-04
  7.0395591e-03 -1.6904837e-03  6.1329263e-03 -5.2373754e-03
  1.7032190e-03  1.1270007e-03  2.6006508e-03  4.0635983e-03
  2.6610855e-03 -7.0675109e-03 -4.5811888e-03  5.4161223e-03
 -1.9661908e-03  2.8668959e-03 -2.0233991e-03 -4.0565482e-03
 -2.1590900e-03  8.8804564e-04  6.0754674e-03  5.0222399e-03
  3.1106872e-05  1.3969569e-03 -6.6348619e-04  1.1176597e-03
 -1.3610080e-03  1.3186804e-03 -6.8256934e-04 -8.1744191e-04
 -7.0535373e-03  3.8367417e-04  4.8395209e-03  1.6825084e-03
  2.5719306e-03  3.6996526e-03 -7.4327285e-03  2.0674730e-03
  1.9989870e-03 -1.7977669e-03  2.9057260e-03  3.4499401e-04
  1.2927614e-03 -5.8170413e-03  1.0026863e-04  2.9798173e-03
 -3.3768076e-03 -2.6121081e-03 -1.6221121e-03  6.9774166e-03
  2.8403243e-04  9.2319580e-04 -6.5722028e-03  3.5524028e-03
 -5.1063290e-03  2.4494377e-03  6.0585578e-04 -5.5413265e-03
 -1.5319108e-03 -4.6807299e-03  7.6004504e-03  4.6440912e-03
 -3.9382908e-04 -3.1168826e-03  8.4107053e-03  3.1018401e-03]",positive,Short negative review misclassified.
better not dedicated boba tea spots even jenni pho,negative,"['better', 'not', 'dedicated', 'boba', 'tea', 'spots', 'even', 'jenni', 'pho']",better not dedicated boba tea spot even jenni pho,"[-2.8354165e-03 -8.2762091e-04  1.6844422e-03  1.4154767e-03
 -3.4916869e-03 -1.7656394e-03  9.0070575e-04  3.2118524e-03
 -3.2832772e-03  4.3824894e-04 -1.2540532e-03 -4.5095426e-03
  7.1425311e-04 -2.4841903e-03  6.0420349e-04 -3.5139876e-03
  1.2855075e-03 -3.7088012e-03  1.5468870e-03 -1.6715494e-03
  4.6307263e-03  1.5601885e-03  1.9842172e-03 -3.3166879e-03
 -2.5758238e-03 -1.0360300e-03 -3.6362870e-04 -2.8682982e-03
 -1.2779111e-03 -1.3303832e-03  1.8979652e-03  3.5083555e-03
  3.3794253e-03 -2.7979393e-03 -2.1346419e-03 -2.1082438e-04
 -8.3095714e-04 -1.0369741e-03 -2.5702654e-03 -5.0594541e-03
 -2.4766102e-03  4.0546022e-04 -6.5679109e-04  9.1041892e-04
 -6.4957753e-04 -5.2066389e-03 -2.6214649e-03 -2.4584390e-04
  2.7927181e-03  3.4314900e-04  6.5957248e-04 -1.5461745e-03
 -1.1425536e-03  2.0079936e-03 -6.3880312e-04 -1.4475530e-03
  1.2505531e-03 -2.0145115e-03 -4.3030758e-03  1.2023360e-03
 -1.6116295e-03 -2.3609919e-03  3.0678991e-04 -3.0075577e-03
 -3.2378891e-03  1.3571592e-03  2.8708619e-03  2.2074603e-03
 -1.4883869e-03  1.8122803e-03 -1.0185234e-03  3.2384081e-03
  5.4440754e-03 -2.4117457e-03  2.1605939e-03  4.5321148e-04
  2.9629096e-03 -4.6074889e-03 -3.7492753e-03 -1.7671614e-03
 -1.0383195e-03  4.0505000e-04 -1.4823205e-03  3.5266627e-03
 -2.5535128e-03 -8.9826930e-04  2.5672491e-03  2.6567467e-03
  2.3880617e-03 -7.0307608e-05 -9.8546909e-04 -4.0834222e-04
  3.9149355e-03  1.1856913e-03  5.9126569e-03  3.3304708e-03
  1.7543763e-04 -1.0623492e-03  4.4998407e-04 -1.4594718e-03]",positive,Failed to capture intensity of negative sentiment.
pulled car waited another 15 minutes acknowledged,negative,"['pulled', 'car', 'waited', 'another', '15', 'minutes', 'acknowledged']",pulled car waited another 15 minute acknowledged,"[-4.5663997e-04 -1.2327011e-03 -3.5127706e-03 -2.2159505e-03
  2.3462342e-03 -6.4141671e-03 -3.7826360e-03  5.7195886e-03
  3.6323682e-04 -1.3641702e-03 -2.0556089e-03 -7.2501469e-05
  6.3483242e-04 -4.6758153e-03  4.6067284e-03  2.0538724e-03
 -3.4427445e-03 -2.6483699e-03 -3.5837955e-05 -8.6569497e-03
 -7.0442475e-04 -1.2747099e-03  1.3241667e-03 -2.8699429e-03
 -1.6455028e-03  3.8400164e-03  7.0700597e-04  7.3281769e-04
 -1.7696429e-03  4.9191331e-03  3.9668679e-03  1.7368122e-03
  3.0381419e-03 -1.2112751e-03 -1.4826788e-04  3.9602607e-03
 -2.0080146e-03 -1.8592641e-03 -1.8639620e-03 -2.2542446e-03
  6.2756788e-04  1.9130183e-03 -1.8377391e-03 -6.9902657e-04
  2.2377495e-03 -2.1717045e-05  4.0201077e-04  4.4763362e-04
 -3.3261519e-04  3.1656532e-03 -9.6454425e-04 -2.9417018e-03
 -2.9971026e-04  3.2584977e-03  1.7736746e-03  2.6250692e-04
 -2.5753006e-03  9.3279622e-04 -6.0405018e-04  3.5010225e-03
  3.2618667e-03  4.6964562e-03 -1.4254097e-03 -1.4932858e-03
 -1.8931923e-03  1.0547452e-03  6.8728876e-04  6.3821970e-04
 -1.9243034e-03  5.0929687e-03 -1.2103801e-03  8.6377363e-04
  2.1011916e-03 -8.3895400e-04  7.9668927e-05 -1.5788305e-03
 -3.3841268e-05 -2.4597808e-03  2.5803149e-03 -1.4456010e-03
 -1.0269050e-03  4.8965804e-04 -5.5455877e-03 -1.3105578e-03
  5.0507961e-03  1.6356270e-03  5.6220137e-04  1.6360161e-03
  1.2176220e-03  6.5939425e-04  1.5506775e-03  3.0820088e-03
  5.3618697e-04  2.9795796e-03  3.8007100e-03  2.8363089e-03
 -1.0611310e-03 -1.9831278e-03  3.0805042e-03 -2.5042039e-03]",positive,Failed to capture intensity of negative sentiment.
